date,season,location,team1,team2,score1,score2,result
1968-01-27,1968,H,Pittsburgh Penguins,Los Angeles Kings,3,5,0.0
1968-01-27,1968,H,Detroit Red Wings,Philadelphia Flyers,3,2,1.0
1968-01-28,1968,H,Philadelphia Flyers,Los Angeles Kings,0,2,0.0
1968-01-28,1968,H,Boston Bruins,Pittsburgh Penguins,0,1,0.0
1968-01-28,1968,H,New York Rangers,Oakland Seals,4,2,1.0
1968-01-28,1968,H,Dallas Stars,Detroit Red Wings,2,1,1.0
1968-01-28,1968,H,Chicago Blackhawks,Toronto Maple Leafs,1,3,0.0
1968-01-30,1968,H,Montreal Canadiens,Toronto Maple Leafs,3,0,1.0
1968-01-31,1968,H,New York Rangers,Chicago Blackhawks,2,3,0.0
1968-01-31,1968,H,St. Louis Blues,Pittsburgh Penguins,9,4,1.0
1968-01-31,1968,H,Dallas Stars,Los Angeles Kings,6,1,1.0
1968-02-01,1968,H,Detroit Red Wings,Los Angeles Kings,6,8,0.0
1968-02-01,1968,H,Pittsburgh Penguins,St. Louis Blues,2,0,1.0
1968-02-01,1968,H,Philadelphia Flyers,Oakland Seals,3,3,0.5
1968-02-01,1968,H,Montreal Canadiens,New York Rangers,5,2,1.0
1968-02-01,1968,H,Boston Bruins,Chicago Blackhawks,4,4,0.5
1968-02-03,1968,H,Detroit Red Wings,Dallas Stars,8,1,1.0
1968-02-03,1968,H,St. Louis Blues,Oakland Seals,4,1,1.0
1968-02-03,1968,H,Pittsburgh Penguins,Toronto Maple Leafs,3,3,0.5
1968-02-03,1968,H,Philadelphia Flyers,Chicago Blackhawks,5,3,1.0
1968-02-03,1968,H,Montreal Canadiens,Los Angeles Kings,5,1,1.0
1968-02-03,1968,H,Boston Bruins,New York Rangers,3,3,0.5
1968-02-04,1968,H,Chicago Blackhawks,Los Angeles Kings,5,3,1.0
1968-02-04,1968,H,New York Rangers,Montreal Canadiens,3,0,1.0
1968-02-04,1968,H,Dallas Stars,Oakland Seals,4,3,1.0
1968-02-04,1968,H,Boston Bruins,Detroit Red Wings,5,4,1.0
1968-02-04,1968,H,Philadelphia Flyers,Toronto Maple Leafs,4,1,1.0
1968-02-07,1968,H,Los Angeles Kings,Dallas Stars,2,4,0.0
1968-02-07,1968,H,St. Louis Blues,Boston Bruins,4,6,0.0
1968-02-07,1968,H,Oakland Seals,Pittsburgh Penguins,1,4,0.0
1968-02-07,1968,H,Montreal Canadiens,Philadelphia Flyers,4,1,1.0
1968-02-07,1968,H,Chicago Blackhawks,Toronto Maple Leafs,3,2,1.0
1968-02-08,1968,H,Los Angeles Kings,Pittsburgh Penguins,3,1,1.0
1968-02-08,1968,H,Detroit Red Wings,New York Rangers,2,3,0.0
1968-02-10,1968,H,Montreal Canadiens,Chicago Blackhawks,6,4,1.0
1968-02-10,1968,H,St. Louis Blues,Philadelphia Flyers,1,2,0.0
1968-02-10,1968,H,Pittsburgh Penguins,New York Rangers,2,2,0.5
1968-02-10,1968,H,Oakland Seals,Dallas Stars,2,5,0.0
1968-02-10,1968,H,Detroit Red Wings,Boston Bruins,1,1,0.5
1968-02-11,1968,H,Dallas Stars,Philadelphia Flyers,2,3,0.0
1968-02-11,1968,H,Oakland Seals,Toronto Maple Leafs,4,3,1.0
1968-02-11,1968,H,New York Rangers,Detroit Red Wings,3,3,0.5
1968-02-11,1968,H,Chicago Blackhawks,Montreal Canadiens,0,6,0.0
1968-02-11,1968,H,Boston Bruins,St. Louis Blues,3,3,0.5
1968-02-12,1968,H,Los Angeles Kings,Toronto Maple Leafs,2,0,1.0
1968-02-14,1968,H,Chicago Blackhawks,Boston Bruins,3,1,1.0
1968-02-14,1968,H,Toronto Maple Leafs,Montreal Canadiens,2,4,0.0
1968-02-14,1968,H,St. Louis Blues,Los Angeles Kings,2,2,0.5
1968-02-14,1968,H,Pittsburgh Penguins,Dallas Stars,6,3,1.0
1968-02-14,1968,H,Oakland Seals,Philadelphia Flyers,4,0,1.0
1968-02-15,1968,H,Dallas Stars,New York Rangers,2,6,0.0
1968-02-15,1968,H,Detroit Red Wings,Montreal Canadiens,0,2,0.0
1968-02-16,1968,H,Pittsburgh Penguins,St. Louis Blues,1,3,0.0
1968-02-16,1968,H,Los Angeles Kings,Philadelphia Flyers,7,1,1.0
1968-02-17,1968,H,Dallas Stars,St. Louis Blues,2,2,0.5
1968-02-17,1968,H,Toronto Maple Leafs,New York Rangers,2,3,0.0
1968-02-17,1968,H,Montreal Canadiens,Pittsburgh Penguins,4,3,1.0
1968-02-17,1968,H,Detroit Red Wings,Chicago Blackhawks,4,7,0.0
1968-02-17,1968,H,Oakland Seals,Boston Bruins,3,1,1.0
1968-02-18,1968,H,Los Angeles Kings,Boston Bruins,5,6,0.0
1968-02-18,1968,N,New York Rangers,Philadelphia Flyers,3,1,1.0
1968-02-18,1968,H,Chicago Blackhawks,Detroit Red Wings,7,1,1.0
1968-02-21,1968,N,New York Rangers,Montreal Canadiens,2,7,0.0
1968-02-21,1968,H,Toronto Maple Leafs,St. Louis Blues,1,5,0.0
1968-02-21,1968,H,Pittsburgh Penguins,Philadelphia Flyers,1,1,0.5
1968-02-21,1968,H,Oakland Seals,Chicago Blackhawks,0,1,0.0
1968-02-21,1968,H,Dallas Stars,Boston Bruins,5,3,1.0
1968-02-22,1968,H,Montreal Canadiens,St. Louis Blues,2,1,1.0
1968-02-22,1968,H,Philadelphia Flyers,Dallas Stars,7,3,1.0
1968-02-22,1968,H,Detroit Red Wings,Boston Bruins,2,3,0.0
1968-02-24,1968,H,Los Angeles Kings,Chicago Blackhawks,3,3,0.5
1968-02-24,1968,H,Toronto Maple Leafs,Boston Bruins,1,0,1.0
1968-02-24,1968,H,Montreal Canadiens,New York Rangers,1,6,0.0
1968-02-24,1968,H,Detroit Red Wings,Dallas Stars,3,1,1.0
1968-02-24,1968,H,Pittsburgh Penguins,Oakland Seals,1,3,0.0
1968-02-25,1968,H,Los Angeles Kings,St. Louis Blues,4,2,1.0
1968-02-25,1968,H,Philadelphia Flyers,Pittsburgh Penguins,1,2,0.0
1968-02-25,1968,N,New York Rangers,Toronto Maple Leafs,3,1,1.0
1968-02-25,1968,H,Dallas Stars,Oakland Seals,3,3,0.5
1968-02-27,1968,H,Pittsburgh Penguins,Boston Bruins,3,5,0.0
1968-02-28,1968,H,St. Louis Blues,Montreal Canadiens,3,3,0.5
1968-02-28,1968,H,Toronto Maple Leafs,Chicago Blackhawks,0,1,0.0
1968-02-28,1968,H,Oakland Seals,Dallas Stars,6,3,1.0
1968-02-29,1968,H,Philadelphia Flyers,Los Angeles Kings,1,3,0.0
1968-02-29,1968,H,Boston Bruins,Toronto Maple Leafs,4,1,1.0
1968-02-29,1968,H,Detroit Red Wings,New York Rangers,2,4,0.0
1968-03-02,1968,H,Toronto Maple Leafs,Los Angeles Kings,5,2,1.0
1968-03-02,1968,H,St. Louis Blues,Chicago Blackhawks,3,3,0.5
1968-03-02,1968,H,Pittsburgh Penguins,Oakland Seals,6,6,0.5
1968-03-02,1968,N,New York Rangers,Philadelphia Flyers,4,0,1.0
1968-03-02,1968,H,Dallas Stars,Montreal Canadiens,3,2,1.0
1968-03-03,1968,N,Philadelphia Flyers,Oakland Seals,1,1,0.5
1968-03-03,1968,N,New York Rangers,Chicago Blackhawks,4,0,1.0
1968-03-03,1968,H,Detroit Red Wings,Montreal Canadiens,5,2,1.0
1968-03-03,1968,H,Boston Bruins,St. Louis Blues,9,3,1.0
1968-03-05,1968,H,Los Angeles Kings,Montreal Canadiens,2,6,0.0
1968-03-06,1968,N,New York Rangers,Detroit Red Wings,6,1,1.0
1968-03-06,1968,H,Toronto Maple Leafs,Philadelphia Flyers,7,2,1.0
1968-03-06,1968,H,St. Louis Blues,Pittsburgh Penguins,4,2,1.0
1968-03-06,1968,H,Oakland Seals,Montreal Canadiens,0,2,0.0
1968-03-06,1968,H,Chicago Blackhawks,Boston Bruins,3,5,0.0
1968-03-07,1968,H,Dallas Stars,Pittsburgh Penguins,2,2,0.5
1968-03-07,1968,N,Philadelphia Flyers,Boston Bruins,1,2,0.0
1968-03-07,1968,H,Los Angeles Kings,Oakland Seals,9,2,1.0
1968-03-09,1968,H,Montreal Canadiens,Chicago Blackhawks,5,0,1.0
1968-03-09,1968,H,St. Louis Blues,Oakland Seals,3,1,1.0
1968-03-09,1968,H,Pittsburgh Penguins,Los Angeles Kings,3,1,1.0
1968-03-09,1968,H,Dallas Stars,New York Rangers,1,1,0.5
1968-03-09,1968,H,Toronto Maple Leafs,Detroit Red Wings,7,5,1.0
1968-03-10,1968,N,Philadelphia Flyers,Dallas Stars,2,0,1.0
1968-03-10,1968,H,Boston Bruins,Detroit Red Wings,5,7,0.0
1968-03-10,1968,H,Oakland Seals,St. Louis Blues,0,1,0.0
1968-03-10,1968,N,New York Rangers,Los Angeles Kings,3,4,0.0
1968-03-10,1968,H,Chicago Blackhawks,Toronto Maple Leafs,4,0,1.0
1968-03-12,1968,H,Los Angeles Kings,Detroit Red Wings,2,2,0.5
1968-03-13,1968,H,Dallas Stars,Philadelphia Flyers,2,4,0.0
1968-03-13,1968,H,St. Louis Blues,Toronto Maple Leafs,3,3,0.5
1968-03-13,1968,H,Oakland Seals,Detroit Red Wings,2,4,0.0
1968-03-13,1968,N,New York Rangers,Boston Bruins,1,2,0.0
1968-03-13,1968,H,Chicago Blackhawks,Pittsburgh Penguins,4,3,1.0
1968-03-14,1968,H,Montreal Canadiens,New York Rangers,3,1,1.0
1968-03-14,1968,N,Philadelphia Flyers,Los Angeles Kings,0,0,0.5
1968-03-15,1968,H,St. Louis Blues,Oakland Seals,1,1,0.5
1968-03-16,1968,H,Montreal Canadiens,Pittsburgh Penguins,6,4,1.0
1968-03-16,1968,H,Toronto Maple Leafs,Boston Bruins,3,0,1.0
1968-03-16,1968,H,St. Louis Blues,Detroit Red Wings,3,6,0.0
1968-03-16,1968,H,Dallas Stars,Los Angeles Kings,1,2,0.0
1968-03-17,1968,H,Chicago Blackhawks,Oakland Seals,4,1,1.0
1968-03-17,1968,N,Philadelphia Flyers,Toronto Maple Leafs,7,4,1.0
1968-03-17,1968,N,New York Rangers,Pittsburgh Penguins,3,0,1.0
1968-03-17,1968,H,Dallas Stars,Detroit Red Wings,5,1,1.0
1968-03-17,1968,H,Boston Bruins,Montreal Canadiens,3,1,1.0
1968-03-20,1968,H,Montreal Canadiens,Toronto Maple Leafs,3,2,1.0
1968-03-20,1968,H,Pittsburgh Penguins,St. Louis Blues,4,2,1.0
1968-03-20,1968,H,Oakland Seals,Philadelphia Flyers,1,5,0.0
1968-03-20,1968,H,Los Angeles Kings,Dallas Stars,3,3,0.5
1968-03-20,1968,H,Chicago Blackhawks,New York Rangers,3,5,0.0
1968-03-21,1968,H,Boston Bruins,Chicago Blackhawks,8,0,1.0
1968-03-21,1968,H,Detroit Red Wings,Toronto Maple Leafs,2,5,0.0
1968-03-22,1968,H,Los Angeles Kings,St. Louis Blues,6,1,1.0
1968-03-23,1968,H,Montreal Canadiens,Detroit Red Wings,7,4,1.0
1968-03-23,1968,H,Los Angeles Kings,Philadelphia Flyers,4,2,1.0
1968-03-23,1968,H,Dallas Stars,Pittsburgh Penguins,3,0,1.0
1968-03-23,1968,H,Toronto Maple Leafs,New York Rangers,3,1,1.0
1968-03-23,1968,H,Oakland Seals,St. Louis Blues,3,3,0.5
1968-03-24,1968,H,Detroit Red Wings,Boston Bruins,5,3,1.0
1968-03-24,1968,H,Pittsburgh Penguins,Dallas Stars,4,4,0.5
1968-03-24,1968,N,New York Rangers,Toronto Maple Leafs,4,2,1.0
1968-03-24,1968,H,Chicago Blackhawks,Montreal Canadiens,2,7,0.0
1968-03-26,1968,H,Los Angeles Kings,Pittsburgh Penguins,1,2,0.0
1968-03-27,1968,H,Oakland Seals,Pittsburgh Penguins,4,7,0.0
1968-03-27,1968,H,Toronto Maple Leafs,Montreal Canadiens,6,0,1.0
1968-03-27,1968,H,St. Louis Blues,Philadelphia Flyers,3,0,1.0
1968-03-27,1968,H,Los Angeles Kings,Dallas Stars,3,5,0.0
1968-03-28,1968,H,Detroit Red Wings,Chicago Blackhawks,3,1,1.0
1968-03-28,1968,H,Boston Bruins,New York Rangers,4,5,0.0
1968-03-28,1968,N,Philadelphia Flyers,St. Louis Blues,2,0,1.0
1968-03-30,1968,H,Detroit Red Wings,New York Rangers,1,3,0.0
1968-03-30,1968,H,Toronto Maple Leafs,Chicago Blackhawks,3,0,1.0
1968-03-30,1968,H,St. Louis Blues,Dallas Stars,3,2,1.0
1968-03-30,1968,N,Philadelphia Flyers,Pittsburgh Penguins,0,2,0.0
1968-03-30,1968,H,Oakland Seals,Los Angeles Kings,2,2,0.5
1968-03-30,1968,H,Montreal Canadiens,Boston Bruins,1,2,0.0
1968-03-31,1968,H,Chicago Blackhawks,Detroit Red Wings,5,5,0.5
1968-03-31,1968,H,Pittsburgh Penguins,Philadelphia Flyers,5,1,1.0
1968-03-31,1968,N,New York Rangers,Montreal Canadiens,4,2,1.0
1968-03-31,1968,H,Dallas Stars,St. Louis Blues,3,5,0.0
1968-03-31,1968,H,Boston Bruins,Toronto Maple Leafs,1,4,0.0
1968-10-11,1969,H,Boston Bruins,Detroit Red Wings,4,2,1.0
1968-10-11,1969,H,Oakland Seals,Dallas Stars,1,5,0.0
1968-10-11,1969,H,Chicago Blackhawks,St. Louis Blues,4,3,1.0
1968-10-12,1969,H,St. Louis Blues,Los Angeles Kings,6,0,1.0
1968-10-12,1969,H,Pittsburgh Penguins,Montreal Canadiens,1,1,0.5
1968-10-13,1969,H,Boston Bruins,Philadelphia Flyers,3,2,1.0
1968-10-13,1969,H,Detroit Red Wings,Toronto Maple Leafs,1,2,0.0
1968-10-13,1969,H,Chicago Blackhawks,New York Rangers,5,2,1.0
1968-10-13,1969,H,Oakland Seals,Los Angeles Kings,4,4,0.5
1968-10-16,1969,H,Chicago Blackhawks,Dallas Stars,10,4,1.0
1968-10-16,1969,H,Oakland Seals,Boston Bruins,1,2,0.0
1968-10-16,1969,H,New York Rangers,Philadelphia Flyers,3,1,1.0
1968-10-16,1969,H,St. Louis Blues,Montreal Canadiens,2,4,0.0
1968-10-16,1969,H,Toronto Maple Leafs,Pittsburgh Penguins,2,2,0.5
1968-10-17,1969,H,Los Angeles Kings,Boston Bruins,2,1,1.0
1968-10-17,1969,H,Detroit Red Wings,New York Rangers,7,2,1.0
1968-10-17,1969,H,Dallas Stars,Montreal Canadiens,1,3,0.0
1968-10-17,1969,H,Philadelphia Flyers,Pittsburgh Penguins,3,0,1.0
1968-10-19,1969,H,Toronto Maple Leafs,Chicago Blackhawks,1,3,0.0
1968-10-19,1969,H,St. Louis Blues,Oakland Seals,4,1,1.0
1968-10-19,1969,H,Dallas Stars,Los Angeles Kings,4,1,1.0
1968-10-19,1969,H,Pittsburgh Penguins,Boston Bruins,1,5,0.0
1968-10-20,1969,H,New York Rangers,Los Angeles Kings,7,0,1.0
1968-10-20,1969,H,Chicago Blackhawks,Oakland Seals,3,4,0.0
1968-10-20,1969,H,Detroit Red Wings,Montreal Canadiens,2,4,0.0
1968-10-22,1969,H,Dallas Stars,Oakland Seals,2,3,0.0
1968-10-23,1969,H,Toronto Maple Leafs,St. Louis Blues,6,4,1.0
1968-10-23,1969,H,Pittsburgh Penguins,Chicago Blackhawks,5,8,0.0
1968-10-23,1969,H,New York Rangers,Oakland Seals,6,1,1.0
1968-10-23,1969,H,Los Angeles Kings,Montreal Canadiens,2,5,0.0
1968-10-24,1969,H,Boston Bruins,St. Louis Blues,1,2,0.0
1968-10-24,1969,H,Philadelphia Flyers,Dallas Stars,3,3,0.5
1968-10-25,1969,H,Oakland Seals,Montreal Canadiens,2,4,0.0
1968-10-26,1969,H,Pittsburgh Penguins,St. Louis Blues,4,2,1.0
1968-10-26,1969,H,Los Angeles Kings,Philadelphia Flyers,6,2,1.0
1968-10-26,1969,H,Toronto Maple Leafs,Boston Bruins,2,0,1.0
1968-10-26,1969,H,Dallas Stars,New York Rangers,0,3,0.0
1968-10-27,1969,H,Boston Bruins,Montreal Canadiens,4,2,1.0
1968-10-27,1969,H,Detroit Red Wings,Chicago Blackhawks,4,3,1.0
1968-10-27,1969,H,New York Rangers,Toronto Maple Leafs,3,5,0.0
1968-10-27,1969,H,Oakland Seals,Philadelphia Flyers,2,2,0.5
1968-10-30,1969,H,St. Louis Blues,Philadelphia Flyers,4,1,1.0
1968-10-30,1969,H,Los Angeles Kings,Chicago Blackhawks,2,4,0.0
1968-10-30,1969,H,Dallas Stars,Boston Bruins,2,4,0.0
1968-10-30,1969,H,Toronto Maple Leafs,Montreal Canadiens,0,5,0.0
1968-10-30,1969,H,New York Rangers,Pittsburgh Penguins,7,3,1.0
1968-10-31,1969,H,Philadelphia Flyers,New York Rangers,1,2,0.0
1968-10-31,1969,H,Detroit Red Wings,Boston Bruins,7,5,1.0
1968-11-01,1969,H,Oakland Seals,Chicago Blackhawks,5,2,1.0
1968-11-02,1969,H,St. Louis Blues,Dallas Stars,0,2,0.0
1968-11-02,1969,H,Toronto Maple Leafs,Philadelphia Flyers,2,3,0.0
1968-11-02,1969,H,Montreal Canadiens,Detroit Red Wings,2,1,1.0
1968-11-02,1969,H,Los Angeles Kings,Pittsburgh Penguins,3,2,1.0
1968-11-03,1969,H,Philadelphia Flyers,Montreal Canadiens,3,2,1.0
1968-11-03,1969,H,Boston Bruins,Chicago Blackhawks,5,3,1.0
1968-11-03,1969,H,Detroit Red Wings,St. Louis Blues,4,4,0.5
1968-11-03,1969,H,Oakland Seals,Pittsburgh Penguins,1,3,0.0
1968-11-03,1969,H,New York Rangers,Dallas Stars,2,1,1.0
1968-11-06,1969,H,Boston Bruins,Philadelphia Flyers,7,1,1.0
1968-11-06,1969,H,Pittsburgh Penguins,St. Louis Blues,1,3,0.0
1968-11-06,1969,H,Dallas Stars,Toronto Maple Leafs,0,1,0.0
1968-11-06,1969,H,Los Angeles Kings,New York Rangers,2,0,1.0
1968-11-06,1969,H,Chicago Blackhawks,Detroit Red Wings,5,6,0.0
1968-11-07,1969,H,Detroit Red Wings,Dallas Stars,5,2,1.0
1968-11-07,1969,H,Montreal Canadiens,Pittsburgh Penguins,5,4,1.0
1968-11-07,1969,H,Philadelphia Flyers,St. Louis Blues,0,8,0.0
1968-11-08,1969,H,Oakland Seals,New York Rangers,2,3,0.0
1968-11-09,1969,H,Pittsburgh Penguins,Philadelphia Flyers,0,3,0.0
1968-11-09,1969,H,Montreal Canadiens,St. Louis Blues,4,1,1.0
1968-11-09,1969,H,Dallas Stars,Detroit Red Wings,6,4,1.0
1968-11-09,1969,H,Los Angeles Kings,Toronto Maple Leafs,3,1,1.0
1968-11-10,1969,H,Chicago Blackhawks,New York Rangers,2,4,0.0
1968-11-10,1969,H,Oakland Seals,Toronto Maple Leafs,1,3,0.0
1968-11-10,1969,H,Boston Bruins,St. Louis Blues,1,1,0.5
1968-11-10,1969,H,Detroit Red Wings,Montreal Canadiens,4,4,0.5
1968-11-12,1969,H,Los Angeles Kings,Oakland Seals,3,1,1.0
1968-11-13,1969,H,Oakland Seals,Detroit Red Wings,2,1,1.0
1968-11-13,1969,H,Toronto Maple Leafs,Boston Bruins,1,1,0.5
1968-11-13,1969,H,New York Rangers,St. Louis Blues,1,3,0.0
1968-11-13,1969,H,Chicago Blackhawks,Pittsburgh Penguins,6,5,1.0
1968-11-13,1969,H,Dallas Stars,Philadelphia Flyers,4,3,1.0
1968-11-14,1969,H,Montreal Canadiens,Toronto Maple Leafs,3,5,0.0
1968-11-14,1969,H,Los Angeles Kings,Detroit Red Wings,2,5,0.0
1968-11-14,1969,H,Pittsburgh Penguins,Chicago Blackhawks,4,6,0.0
1968-11-14,1969,H,Philadelphia Flyers,Boston Bruins,4,2,1.0
1968-11-16,1969,H,Toronto Maple Leafs,Chicago Blackhawks,3,1,1.0
1968-11-16,1969,H,St. Louis Blues,Detroit Red Wings,1,1,0.5
1968-11-16,1969,H,Pittsburgh Penguins,New York Rangers,1,2,0.0
1968-11-16,1969,H,Montreal Canadiens,Oakland Seals,3,3,0.5
1968-11-16,1969,H,Dallas Stars,Los Angeles Kings,3,2,1.0
1968-11-17,1969,H,Philadelphia Flyers,Los Angeles Kings,3,1,1.0
1968-11-17,1969,H,Boston Bruins,Oakland Seals,6,3,1.0
1968-11-17,1969,H,Chicago Blackhawks,Toronto Maple Leafs,1,1,0.5
1968-11-17,1969,H,New York Rangers,Montreal Canadiens,3,2,1.0
1968-11-17,1969,H,St. Louis Blues,Dallas Stars,3,3,0.5
1968-11-20,1969,H,Montreal Canadiens,Detroit Red Wings,3,2,1.0
1968-11-20,1969,H,New York Rangers,Los Angeles Kings,4,2,1.0
1968-11-20,1969,H,St. Louis Blues,Oakland Seals,7,0,1.0
1968-11-20,1969,H,Toronto Maple Leafs,Pittsburgh Penguins,5,2,1.0
1968-11-20,1969,H,Dallas Stars,Chicago Blackhawks,0,2,0.0
1968-11-21,1969,H,Philadelphia Flyers,Montreal Canadiens,0,3,0.0
1968-11-21,1969,H,Pittsburgh Penguins,Oakland Seals,3,1,1.0
1968-11-21,1969,H,Boston Bruins,Los Angeles Kings,4,1,1.0
1968-11-23,1969,H,Boston Bruins,New York Rangers,5,1,1.0
1968-11-23,1969,H,Toronto Maple Leafs,Detroit Red Wings,2,5,0.0
1968-11-23,1969,H,Pittsburgh Penguins,Los Angeles Kings,2,2,0.5
1968-11-23,1969,H,Philadelphia Flyers,Oakland Seals,1,2,0.0
1968-11-23,1969,H,Montreal Canadiens,Dallas Stars,4,3,1.0
1968-11-23,1969,H,St. Louis Blues,Chicago Blackhawks,1,0,1.0
1968-11-24,1969,H,Boston Bruins,Toronto Maple Leafs,7,4,1.0
1968-11-24,1969,H,New York Rangers,Oakland Seals,3,2,1.0
1968-11-24,1969,H,Philadelphia Flyers,Los Angeles Kings,1,3,0.0
1968-11-24,1969,H,Chicago Blackhawks,Dallas Stars,6,0,1.0
1968-11-27,1969,H,Philadelphia Flyers,Detroit Red Wings,2,5,0.0
1968-11-27,1969,H,St. Louis Blues,Boston Bruins,4,4,0.5
1968-11-27,1969,H,Pittsburgh Penguins,Toronto Maple Leafs,3,3,0.5
1968-11-27,1969,H,Los Angeles Kings,Montreal Canadiens,2,4,0.0
1968-11-27,1969,H,Dallas Stars,Oakland Seals,3,3,0.5
1968-11-27,1969,H,New York Rangers,Chicago Blackhawks,2,4,0.0
1968-11-28,1969,H,Detroit Red Wings,St. Louis Blues,1,3,0.0
1968-11-28,1969,H,Chicago Blackhawks,Pittsburgh Penguins,2,3,0.0
1968-11-29,1969,H,Oakland Seals,Montreal Canadiens,5,4,1.0
1968-11-30,1969,H,Los Angeles Kings,Pittsburgh Penguins,2,4,0.0
1968-11-30,1969,H,St. Louis Blues,Philadelphia Flyers,1,0,1.0
1968-11-30,1969,H,Toronto Maple Leafs,Dallas Stars,3,3,0.5
1968-11-30,1969,H,Boston Bruins,New York Rangers,1,4,0.0
1968-12-01,1969,H,Chicago Blackhawks,Montreal Canadiens,1,3,0.0
1968-12-01,1969,H,Boston Bruins,Dallas Stars,4,0,1.0
1968-12-01,1969,H,Oakland Seals,Pittsburgh Penguins,4,4,0.5
1968-12-01,1969,H,New York Rangers,Toronto Maple Leafs,3,1,1.0
1968-12-01,1969,H,Detroit Red Wings,Philadelphia Flyers,3,3,0.5
1968-12-04,1969,H,Los Angeles Kings,Philadelphia Flyers,3,1,1.0
1968-12-04,1969,H,Montreal Canadiens,New York Rangers,2,4,0.0
1968-12-04,1969,H,Pittsburgh Penguins,Detroit Red Wings,2,7,0.0
1968-12-04,1969,H,St. Louis Blues,Chicago Blackhawks,3,3,0.5
1968-12-04,1969,H,Dallas Stars,Toronto Maple Leafs,2,4,0.0
1968-12-05,1969,H,Detroit Red Wings,New York Rangers,4,2,1.0
1968-12-05,1969,H,Boston Bruins,Montreal Canadiens,2,2,0.5
1968-12-06,1969,H,Oakland Seals,Philadelphia Flyers,4,0,1.0
1968-12-07,1969,H,Los Angeles Kings,Dallas Stars,3,2,1.0
1968-12-07,1969,H,Boston Bruins,Detroit Red Wings,4,1,1.0
1968-12-07,1969,H,Toronto Maple Leafs,New York Rangers,5,2,1.0
1968-12-07,1969,H,St. Louis Blues,Pittsburgh Penguins,1,1,0.5
1968-12-07,1969,H,Montreal Canadiens,Chicago Blackhawks,6,3,1.0
1968-12-08,1969,H,New York Rangers,Detroit Red Wings,2,5,0.0
1968-12-08,1969,H,Pittsburgh Penguins,Toronto Maple Leafs,1,4,0.0
1968-12-08,1969,H,Chicago Blackhawks,Boston Bruins,7,4,1.0
1968-12-08,1969,H,Philadelphia Flyers,St. Louis Blues,4,4,0.5
1968-12-08,1969,H,Oakland Seals,Dallas Stars,1,4,0.0
1968-12-11,1969,H,Toronto Maple Leafs,Montreal Canadiens,4,4,0.5
1968-12-11,1969,H,Los Angeles Kings,Detroit Red Wings,6,3,1.0
1968-12-11,1969,H,Dallas Stars,Pittsburgh Penguins,2,4,0.0
1968-12-11,1969,H,New York Rangers,Boston Bruins,2,2,0.5
1968-12-11,1969,H,Chicago Blackhawks,St. Louis Blues,6,3,1.0
1968-12-12,1969,H,Oakland Seals,Detroit Red Wings,6,0,1.0
1968-12-12,1969,H,Montreal Canadiens,St. Louis Blues,5,4,1.0
1968-12-12,1969,H,Philadelphia Flyers,Toronto Maple Leafs,0,1,0.0
1968-12-14,1969,H,Dallas Stars,New York Rangers,4,1,1.0
1968-12-14,1969,H,Boston Bruins,Chicago Blackhawks,10,5,1.0
1968-12-14,1969,H,Detroit Red Wings,Oakland Seals,3,1,1.0
1968-12-14,1969,H,Montreal Canadiens,Philadelphia Flyers,1,0,1.0
1968-12-14,1969,H,Pittsburgh Penguins,Los Angeles Kings,1,2,0.0
1968-12-14,1969,H,Toronto Maple Leafs,St. Louis Blues,3,2,1.0
1968-12-15,1969,H,Detroit Red Wings,Dallas Stars,5,2,1.0
1968-12-15,1969,H,St. Louis Blues,Los Angeles Kings,3,1,1.0
1968-12-15,1969,H,New York Rangers,Philadelphia Flyers,1,3,0.0
1968-12-15,1969,H,Boston Bruins,Pittsburgh Penguins,5,3,1.0
1968-12-15,1969,H,Chicago Blackhawks,Oakland Seals,7,4,1.0
1968-12-17,1969,H,Dallas Stars,Oakland Seals,2,3,0.0
1968-12-17,1969,H,Philadelphia Flyers,Pittsburgh Penguins,8,2,1.0
1968-12-18,1969,H,New York Rangers,Chicago Blackhawks,1,3,0.0
1968-12-18,1969,H,Montreal Canadiens,Los Angeles Kings,2,2,0.5
1968-12-18,1969,H,Toronto Maple Leafs,Oakland Seals,5,2,1.0
1968-12-19,1969,H,Boston Bruins,Los Angeles Kings,6,4,1.0
1968-12-19,1969,H,Detroit Red Wings,Chicago Blackhawks,0,2,0.0
1968-12-19,1969,H,Philadelphia Flyers,Dallas Stars,5,5,0.5
1968-12-20,1969,H,Oakland Seals,St. Louis Blues,0,1,0.0
1968-12-21,1969,H,St. Louis Blues,New York Rangers,2,2,0.5
1968-12-21,1969,H,Los Angeles Kings,Philadelphia Flyers,1,2,0.0
1968-12-21,1969,H,Montreal Canadiens,Boston Bruins,0,0,0.5
1968-12-21,1969,H,Pittsburgh Penguins,Dallas Stars,1,3,0.0
1968-12-21,1969,H,Toronto Maple Leafs,Detroit Red Wings,8,3,1.0
1968-12-22,1969,H,Detroit Red Wings,Toronto Maple Leafs,3,2,1.0
1968-12-22,1969,H,New York Rangers,Dallas Stars,4,2,1.0
1968-12-22,1969,H,Oakland Seals,Philadelphia Flyers,2,1,1.0
1968-12-22,1969,H,Boston Bruins,Montreal Canadiens,7,5,1.0
1968-12-22,1969,H,Chicago Blackhawks,Pittsburgh Penguins,3,1,1.0
