date,season,location,team1,team2,score1,score2,result
1967-02-01,1967,H,Chicago Blackhawks,Boston Bruins,6,1,1.0
1967-02-02,1967,H,Detroit Red Wings,Boston Bruins,4,3,1.0
1967-02-04,1967,H,Boston Bruins,New York Rangers,3,4,0.0
1967-02-04,1967,H,Montreal Canadiens,Chicago Blackhawks,3,3,0.5
1967-02-05,1967,H,Detroit Red Wings,Montreal Canadiens,6,1,1.0
1967-02-05,1967,H,New York Rangers,Toronto Maple Leafs,4,1,1.0
1967-02-05,1967,H,Boston Bruins,Chicago Blackhawks,0,5,0.0
1967-02-08,1967,H,New York Rangers,Boston Bruins,1,2,0.0
1967-02-08,1967,H,Toronto Maple Leafs,Detroit Red Wings,2,5,0.0
1967-02-08,1967,H,Chicago Blackhawks,Montreal Canadiens,5,0,1.0
1967-02-11,1967,H,Detroit Red Wings,New York Rangers,6,3,1.0
1967-02-11,1967,H,Toronto Maple Leafs,Chicago Blackhawks,4,4,0.5
1967-02-11,1967,H,Boston Bruins,Montreal Canadiens,3,4,0.0
1967-02-12,1967,H,Chicago Blackhawks,Detroit Red Wings,3,2,1.0
1967-02-12,1967,H,New York Rangers,Montreal Canadiens,4,4,0.5
1967-02-12,1967,H,Boston Bruins,Toronto Maple Leafs,1,2,0.0
1967-02-14,1967,H,Boston Bruins,Detroit Red Wings,6,3,1.0
1967-02-15,1967,H,Toronto Maple Leafs,New York Rangers,6,0,1.0
1967-02-16,1967,H,Montreal Canadiens,Boston Bruins,1,5,0.0
1967-02-16,1967,H,Detroit Red Wings,Chicago Blackhawks,1,5,0.0
1967-02-18,1967,H,New York Rangers,Chicago Blackhawks,4,1,1.0
1967-02-18,1967,H,Toronto Maple Leafs,Boston Bruins,5,3,1.0
1967-02-18,1967,H,Montreal Canadiens,Detroit Red Wings,3,2,1.0
1967-02-19,1967,H,Chicago Blackhawks,New York Rangers,2,3,0.0
1967-02-19,1967,H,Detroit Red Wings,Montreal Canadiens,3,1,1.0
1967-02-22,1967,H,Toronto Maple Leafs,Montreal Canadiens,5,2,1.0
1967-02-22,1967,H,New York Rangers,Detroit Red Wings,1,0,1.0
1967-02-23,1967,H,Montreal Canadiens,Boston Bruins,2,2,0.5
1967-02-23,1967,H,Detroit Red Wings,Toronto Maple Leafs,2,4,0.0
1967-02-25,1967,H,Chicago Blackhawks,Boston Bruins,6,3,1.0
1967-02-25,1967,H,Toronto Maple Leafs,Detroit Red Wings,4,0,1.0
1967-02-25,1967,H,Montreal Canadiens,New York Rangers,0,5,0.0
1967-02-26,1967,H,Chicago Blackhawks,Montreal Canadiens,2,2,0.5
1967-02-26,1967,H,Detroit Red Wings,Boston Bruins,3,3,0.5
1967-02-26,1967,H,New York Rangers,Toronto Maple Leafs,2,4,0.0
1967-03-01,1967,H,Chicago Blackhawks,New York Rangers,6,1,1.0
1967-03-01,1967,H,Montreal Canadiens,Toronto Maple Leafs,1,1,0.5
1967-03-02,1967,H,Boston Bruins,Chicago Blackhawks,2,5,0.0
1967-03-04,1967,H,Boston Bruins,New York Rangers,4,4,0.5
1967-03-04,1967,H,Toronto Maple Leafs,Chicago Blackhawks,3,0,1.0
1967-03-04,1967,H,Montreal Canadiens,Detroit Red Wings,6,2,1.0
1967-03-05,1967,H,Boston Bruins,Detroit Red Wings,3,5,0.0
1967-03-05,1967,H,Chicago Blackhawks,Toronto Maple Leafs,5,2,1.0
1967-03-05,1967,H,New York Rangers,Montreal Canadiens,0,2,0.0
1967-03-08,1967,H,Chicago Blackhawks,Boston Bruins,3,1,1.0
1967-03-08,1967,H,Toronto Maple Leafs,Montreal Canadiens,6,4,1.0
1967-03-08,1967,H,New York Rangers,Detroit Red Wings,1,3,0.0
1967-03-11,1967,H,Toronto Maple Leafs,New York Rangers,2,2,0.5
1967-03-11,1967,H,Montreal Canadiens,Chicago Blackhawks,3,3,0.5
1967-03-12,1967,H,New York Rangers,Montreal Canadiens,2,2,0.5
1967-03-12,1967,H,Chicago Blackhawks,Toronto Maple Leafs,5,0,1.0
1967-03-12,1967,H,Boston Bruins,Detroit Red Wings,7,3,1.0
1967-03-15,1967,H,Montreal Canadiens,Boston Bruins,11,2,1.0
1967-03-15,1967,H,Toronto Maple Leafs,Detroit Red Wings,2,4,0.0
1967-03-15,1967,H,New York Rangers,Chicago Blackhawks,1,3,0.0
1967-03-18,1967,H,Montreal Canadiens,New York Rangers,4,2,1.0
1967-03-18,1967,H,Detroit Red Wings,Boston Bruins,3,5,0.0
1967-03-18,1967,H,Toronto Maple Leafs,Chicago Blackhawks,9,5,1.0
1967-03-19,1967,H,New York Rangers,Boston Bruins,3,1,1.0
1967-03-19,1967,H,Chicago Blackhawks,Montreal Canadiens,4,4,0.5
1967-03-19,1967,H,Detroit Red Wings,Toronto Maple Leafs,5,6,0.0
1967-03-22,1967,H,Toronto Maple Leafs,Montreal Canadiens,3,5,0.0
1967-03-22,1967,H,Chicago Blackhawks,New York Rangers,3,3,0.5
1967-03-23,1967,H,Boston Bruins,Toronto Maple Leafs,3,5,0.0
1967-03-23,1967,H,Detroit Red Wings,New York Rangers,4,1,1.0
1967-03-25,1967,H,Toronto Maple Leafs,Boston Bruins,4,3,1.0
1967-03-25,1967,H,Montreal Canadiens,Detroit Red Wings,4,1,1.0
1967-03-26,1967,H,Boston Bruins,Montreal Canadiens,3,6,0.0
1967-03-26,1967,H,New York Rangers,Toronto Maple Leafs,4,0,1.0
1967-03-26,1967,H,Detroit Red Wings,Chicago Blackhawks,4,2,1.0
1967-03-28,1967,H,Chicago Blackhawks,Detroit Red Wings,7,2,1.0
1967-03-29,1967,H,New York Rangers,Detroit Red Wings,10,5,1.0
1967-03-29,1967,H,Montreal Canadiens,Toronto Maple Leafs,5,3,1.0
1967-03-30,1967,H,Boston Bruins,Chicago Blackhawks,1,3,0.0
1967-04-01,1967,H,Toronto Maple Leafs,New York Rangers,5,1,1.0
1967-04-01,1967,H,Montreal Canadiens,Chicago Blackhawks,5,4,1.0
1967-04-02,1967,H,New York Rangers,Chicago Blackhawks,0,8,0.0
1967-04-02,1967,H,Detroit Red Wings,Montreal Canadiens,2,4,0.0
1967-04-02,1967,H,Boston Bruins,Toronto Maple Leafs,2,5,0.0
1967-10-11,1968,H,St. Louis Blues,Dallas Stars,2,2,0.5
1967-10-11,1968,H,Pittsburgh Penguins,Montreal Canadiens,1,2,0.0
1967-10-11,1968,H,Chicago Blackhawks,New York Rangers,3,6,0.0
1967-10-11,1968,H,Oakland Seals,Philadelphia Flyers,5,1,1.0
1967-10-11,1968,H,Boston Bruins,Detroit Red Wings,4,4,0.5
1967-10-13,1968,H,St. Louis Blues,Pittsburgh Penguins,1,3,0.0
1967-10-14,1968,H,Los Angeles Kings,Philadelphia Flyers,4,2,1.0
1967-10-14,1968,H,Oakland Seals,Dallas Stars,6,0,1.0
1967-10-14,1968,H,Pittsburgh Penguins,St. Louis Blues,2,4,0.0
1967-10-14,1968,H,Toronto Maple Leafs,Chicago Blackhawks,5,1,1.0
1967-10-14,1968,H,Montreal Canadiens,Detroit Red Wings,6,2,1.0
1967-10-15,1968,H,Boston Bruins,Montreal Canadiens,6,2,1.0
1967-10-15,1968,H,Detroit Red Wings,New York Rangers,3,2,1.0
1967-10-15,1968,H,Los Angeles Kings,Dallas Stars,5,3,1.0
1967-10-15,1968,H,Chicago Blackhawks,Toronto Maple Leafs,3,5,0.0
1967-10-18,1968,H,Chicago Blackhawks,Boston Bruins,1,7,0.0
1967-10-18,1968,H,New York Rangers,Montreal Canadiens,2,2,0.5
1967-10-18,1968,H,Oakland Seals,Los Angeles Kings,2,2,0.5
1967-10-18,1968,H,Toronto Maple Leafs,Detroit Red Wings,2,3,0.0
1967-10-18,1968,H,Pittsburgh Penguins,Dallas Stars,3,3,0.5
1967-10-18,1968,H,St. Louis Blues,Philadelphia Flyers,1,2,0.0
1967-10-19,1968,H,Philadelphia Flyers,Pittsburgh Penguins,1,0,1.0
1967-10-19,1968,H,Montreal Canadiens,Toronto Maple Leafs,1,0,1.0
1967-10-19,1968,H,Detroit Red Wings,Boston Bruins,3,6,0.0
1967-10-21,1968,H,Toronto Maple Leafs,New York Rangers,3,5,0.0
1967-10-21,1968,H,St. Louis Blues,Los Angeles Kings,3,3,0.5
1967-10-21,1968,H,Pittsburgh Penguins,Chicago Blackhawks,4,2,1.0
1967-10-21,1968,H,Montreal Canadiens,Boston Bruins,4,2,1.0
1967-10-21,1968,H,Dallas Stars,Oakland Seals,3,1,1.0
1967-10-22,1968,H,Detroit Red Wings,St. Louis Blues,1,0,1.0
1967-10-22,1968,H,Chicago Blackhawks,Los Angeles Kings,3,5,0.0
1967-10-22,1968,H,New York Rangers,Pittsburgh Penguins,6,4,1.0
1967-10-22,1968,H,Philadelphia Flyers,Oakland Seals,5,2,1.0
1967-10-25,1968,H,Toronto Maple Leafs,Los Angeles Kings,4,2,1.0
1967-10-25,1968,H,Pittsburgh Penguins,Oakland Seals,4,1,1.0
1967-10-25,1968,H,New York Rangers,Chicago Blackhawks,2,2,0.5
1967-10-25,1968,H,Dallas Stars,St. Louis Blues,3,2,1.0
1967-10-26,1968,H,Detroit Red Wings,Oakland Seals,8,2,1.0
1967-10-26,1968,H,Boston Bruins,Los Angeles Kings,2,0,1.0
1967-10-26,1968,H,Montreal Canadiens,New York Rangers,1,1,0.5
1967-10-28,1968,H,Pittsburgh Penguins,Los Angeles Kings,3,5,0.0
1967-10-28,1968,H,Montreal Canadiens,St. Louis Blues,4,1,1.0
1967-10-28,1968,H,Dallas Stars,Chicago Blackhawks,2,4,0.0
1967-10-28,1968,H,Toronto Maple Leafs,Oakland Seals,5,2,1.0
1967-10-28,1968,H,Philadelphia Flyers,Detroit Red Wings,1,3,0.0
1967-10-29,1968,H,Detroit Red Wings,Chicago Blackhawks,5,1,1.0
1967-10-29,1968,H,Boston Bruins,Pittsburgh Penguins,4,2,1.0
1967-10-29,1968,H,Philadelphia Flyers,Oakland Seals,2,2,0.5
1967-10-29,1968,H,New York Rangers,Toronto Maple Leafs,3,2,1.0
1967-10-31,1968,H,Los Angeles Kings,New York Rangers,1,6,0.0
1967-11-01,1968,H,Oakland Seals,New York Rangers,0,2,0.0
1967-11-01,1968,H,Toronto Maple Leafs,Montreal Canadiens,5,0,1.0
1967-11-01,1968,H,St. Louis Blues,Boston Bruins,5,1,1.0
1967-11-01,1968,H,Dallas Stars,Pittsburgh Penguins,1,4,0.0
1967-11-02,1968,H,Detroit Red Wings,Toronto Maple Leafs,3,9,0.0
1967-11-02,1968,H,Philadelphia Flyers,Dallas Stars,1,3,0.0
1967-11-02,1968,H,Los Angeles Kings,Chicago Blackhawks,1,3,0.0
1967-11-04,1968,H,Toronto Maple Leafs,New York Rangers,4,2,1.0
1967-11-04,1968,H,St. Louis Blues,Detroit Red Wings,3,2,1.0
1967-11-04,1968,H,Oakland Seals,Pittsburgh Penguins,0,1,0.0
1967-11-04,1968,H,Montreal Canadiens,Philadelphia Flyers,1,4,0.0
1967-11-04,1968,H,Dallas Stars,Los Angeles Kings,2,2,0.5
1967-11-05,1968,H,Philadelphia Flyers,Montreal Canadiens,1,1,0.5
1967-11-05,1968,H,Oakland Seals,Chicago Blackhawks,2,2,0.5
1967-11-05,1968,H,Detroit Red Wings,Los Angeles Kings,4,6,0.0
1967-11-05,1968,H,Boston Bruins,Toronto Maple Leafs,2,2,0.5
1967-11-07,1968,H,Los Angeles Kings,Oakland Seals,5,4,1.0
1967-11-08,1968,H,Pittsburgh Penguins,Philadelphia Flyers,1,1,0.5
1967-11-08,1968,H,Oakland Seals,Toronto Maple Leafs,1,6,0.0
1967-11-08,1968,H,New York Rangers,Boston Bruins,3,6,0.0
1967-11-08,1968,H,Dallas Stars,St. Louis Blues,5,1,1.0
1967-11-08,1968,H,Chicago Blackhawks,Montreal Canadiens,3,2,1.0
1967-11-09,1968,H,Los Angeles Kings,Toronto Maple Leafs,4,1,1.0
1967-11-09,1968,H,Detroit Red Wings,Pittsburgh Penguins,5,1,1.0
1967-11-11,1968,H,Pittsburgh Penguins,St. Louis Blues,1,5,0.0
1967-11-11,1968,H,Montreal Canadiens,Chicago Blackhawks,3,3,0.5
1967-11-11,1968,H,Boston Bruins,Oakland Seals,2,1,1.0
1967-11-11,1968,H,Dallas Stars,Toronto Maple Leafs,2,1,1.0
1967-11-12,1968,H,Boston Bruins,Philadelphia Flyers,2,4,0.0
1967-11-12,1968,H,New York Rangers,Oakland Seals,5,3,1.0
1967-11-12,1968,H,Detroit Red Wings,Montreal Canadiens,3,1,1.0
1967-11-12,1968,H,Chicago Blackhawks,St. Louis Blues,5,2,1.0
1967-11-15,1968,H,Toronto Maple Leafs,Boston Bruins,4,2,1.0
1967-11-15,1968,H,St. Louis Blues,Chicago Blackhawks,1,4,0.0
1967-11-15,1968,H,Pittsburgh Penguins,Philadelphia Flyers,5,0,1.0
1967-11-15,1968,H,Oakland Seals,Los Angeles Kings,4,1,1.0
1967-11-15,1968,H,Dallas Stars,Montreal Canadiens,1,5,0.0
1967-11-16,1968,H,Oakland Seals,Detroit Red Wings,1,1,0.5
1967-11-16,1968,H,Philadelphia Flyers,New York Rangers,3,2,1.0
1967-11-17,1968,H,Los Angeles Kings,Detroit Red Wings,1,4,0.0
1967-11-18,1968,H,St. Louis Blues,Pittsburgh Penguins,3,5,0.0
1967-11-18,1968,H,Toronto Maple Leafs,Chicago Blackhawks,2,2,0.5
1967-11-18,1968,H,Oakland Seals,Montreal Canadiens,2,1,1.0
1967-11-18,1968,H,Boston Bruins,New York Rangers,3,1,1.0
1967-11-18,1968,H,Dallas Stars,Philadelphia Flyers,2,2,0.5
1967-11-19,1968,H,Chicago Blackhawks,Detroit Red Wings,2,2,0.5
1967-11-19,1968,H,Philadelphia Flyers,St. Louis Blues,3,2,1.0
1967-11-19,1968,H,New York Rangers,Dallas Stars,5,2,1.0
1967-11-19,1968,H,Los Angeles Kings,Montreal Canadiens,4,2,1.0
1967-11-19,1968,H,Boston Bruins,Toronto Maple Leafs,6,2,1.0
1967-11-22,1968,H,New York Rangers,Chicago Blackhawks,1,7,0.0
1967-11-22,1968,H,Toronto Maple Leafs,Dallas Stars,3,0,1.0
1967-11-22,1968,H,St. Louis Blues,Montreal Canadiens,1,3,0.0
1967-11-22,1968,H,Los Angeles Kings,Oakland Seals,3,1,1.0
1967-11-22,1968,H,Philadelphia Flyers,Detroit Red Wings,4,2,1.0
1967-11-22,1968,H,Pittsburgh Penguins,Boston Bruins,4,1,1.0
1967-11-23,1968,H,Boston Bruins,New York Rangers,4,2,1.0
1967-11-23,1968,H,Chicago Blackhawks,Montreal Canadiens,0,7,0.0
1967-11-24,1968,H,Los Angeles Kings,Pittsburgh Penguins,5,3,1.0
1967-11-25,1968,H,Montreal Canadiens,Boston Bruins,1,3,0.0
1967-11-25,1968,H,Toronto Maple Leafs,Detroit Red Wings,3,2,1.0
1967-11-25,1968,H,St. Louis Blues,Philadelphia Flyers,1,2,0.0
1967-11-25,1968,H,Oakland Seals,Pittsburgh Penguins,2,2,0.5
1967-11-25,1968,H,Dallas Stars,Chicago Blackhawks,1,4,0.0
1967-11-26,1968,H,Chicago Blackhawks,Dallas Stars,2,1,1.0
1967-11-26,1968,H,Philadelphia Flyers,Los Angeles Kings,7,2,1.0
1967-11-26,1968,H,New York Rangers,St. Louis Blues,1,0,1.0
1967-11-26,1968,H,Boston Bruins,Detroit Red Wings,7,5,1.0
1967-11-29,1968,H,Chicago Blackhawks,Philadelphia Flyers,3,1,1.0
1967-11-29,1968,H,Toronto Maple Leafs,Montreal Canadiens,2,1,1.0
1967-11-29,1968,H,St. Louis Blues,Los Angeles Kings,3,2,1.0
1967-11-29,1968,H,Pittsburgh Penguins,Oakland Seals,6,1,1.0
1967-11-29,1968,H,New York Rangers,Detroit Red Wings,1,3,0.0
1967-11-29,1968,H,Boston Bruins,Dallas Stars,5,1,1.0
1967-11-30,1968,H,Montreal Canadiens,Dallas Stars,1,1,0.5
1967-11-30,1968,H,Philadelphia Flyers,Oakland Seals,1,3,0.0
1967-11-30,1968,H,Detroit Red Wings,Toronto Maple Leafs,3,3,0.5
1967-12-02,1968,H,Boston Bruins,Chicago Blackhawks,4,4,0.5
1967-12-02,1968,H,Toronto Maple Leafs,Oakland Seals,3,0,1.0
1967-12-02,1968,H,St. Louis Blues,Dallas Stars,1,5,0.0
1967-12-02,1968,H,Pittsburgh Penguins,New York Rangers,1,4,0.0
1967-12-02,1968,H,Montreal Canadiens,Los Angeles Kings,2,3,0.0
1967-12-03,1968,H,Boston Bruins,Montreal Canadiens,5,3,1.0
1967-12-03,1968,H,Philadelphia Flyers,St. Louis Blues,4,2,1.0
1967-12-03,1968,H,New York Rangers,Los Angeles Kings,4,2,1.0
1967-12-03,1968,H,Detroit Red Wings,Pittsburgh Penguins,6,1,1.0
1967-12-03,1968,H,Chicago Blackhawks,Dallas Stars,3,4,0.0
1967-12-06,1968,H,Los Angeles Kings,St. Louis Blues,3,2,1.0
1967-12-06,1968,H,Oakland Seals,Philadelphia Flyers,4,2,1.0
1967-12-06,1968,H,New York Rangers,Detroit Red Wings,3,3,0.5
1967-12-06,1968,H,Dallas Stars,Toronto Maple Leafs,1,1,0.5
1967-12-06,1968,H,Chicago Blackhawks,Pittsburgh Penguins,7,2,1.0
1967-12-07,1968,H,Boston Bruins,New York Rangers,3,1,1.0
1967-12-07,1968,H,Montreal Canadiens,Detroit Red Wings,2,2,0.5
1967-12-08,1968,H,Los Angeles Kings,Philadelphia Flyers,0,3,0.0
1967-12-09,1968,H,Dallas Stars,Pittsburgh Penguins,2,3,0.0
1967-12-09,1968,H,Toronto Maple Leafs,Boston Bruins,3,3,0.5
1967-12-09,1968,H,Oakland Seals,St. Louis Blues,0,1,0.0
1967-12-09,1968,H,Montreal Canadiens,Chicago Blackhawks,2,2,0.5
1967-12-09,1968,H,Detroit Red Wings,New York Rangers,3,2,1.0
1967-12-10,1968,H,Philadelphia Flyers,Chicago Blackhawks,0,3,0.0
1967-12-10,1968,H,St. Louis Blues,Toronto Maple Leafs,2,1,1.0
1967-12-10,1968,H,New York Rangers,Montreal Canadiens,3,2,1.0
1967-12-10,1968,H,Boston Bruins,Los Angeles Kings,1,3,0.0
1967-12-10,1968,H,Pittsburgh Penguins,Dallas Stars,4,7,0.0
1967-12-13,1968,H,Dallas Stars,Los Angeles Kings,4,0,1.0
1967-12-13,1968,H,Toronto Maple Leafs,Pittsburgh Penguins,1,2,0.0
1967-12-13,1968,H,St. Louis Blues,Oakland Seals,3,1,1.0
1967-12-13,1968,H,Chicago Blackhawks,New York Rangers,5,2,1.0
1967-12-13,1968,H,Boston Bruins,Montreal Canadiens,2,6,0.0
1967-12-14,1968,H,Detroit Red Wings,Chicago Blackhawks,1,3,0.0
1967-12-14,1968,H,Philadelphia Flyers,St. Louis Blues,2,2,0.5
1967-12-15,1968,H,Oakland Seals,Boston Bruins,4,1,1.0
1967-12-15,1968,H,Los Angeles Kings,Dallas Stars,0,3,0.0
1967-12-16,1968,H,Montreal Canadiens,Detroit Red Wings,4,3,1.0
1967-12-16,1968,H,Toronto Maple Leafs,New York Rangers,4,2,1.0
1967-12-16,1968,H,St. Louis Blues,Philadelphia Flyers,0,1,0.0
1967-12-16,1968,H,Oakland Seals,Dallas Stars,0,1,0.0
1967-12-16,1968,H,Los Angeles Kings,Boston Bruins,2,5,0.0
1967-12-16,1968,H,Pittsburgh Penguins,Chicago Blackhawks,1,1,0.5
1967-12-17,1968,H,Detroit Red Wings,Montreal Canadiens,8,6,1.0
1967-12-17,1968,H,Philadelphia Flyers,Pittsburgh Penguins,2,1,1.0
1967-12-17,1968,H,New York Rangers,St. Louis Blues,5,3,1.0
1967-12-17,1968,H,Chicago Blackhawks,Toronto Maple Leafs,2,0,1.0
1967-12-19,1968,H,Los Angeles Kings,Oakland Seals,3,1,1.0
1967-12-20,1968,H,Chicago Blackhawks,Boston Bruins,6,3,1.0
1967-12-20,1968,H,Oakland Seals,St. Louis Blues,1,2,0.0
1967-12-20,1968,H,New York Rangers,Detroit Red Wings,2,0,1.0
1967-12-20,1968,H,Montreal Canadiens,Toronto Maple Leafs,5,0,1.0
1967-12-21,1968,H,Los Angeles Kings,Pittsburgh Penguins,4,1,1.0
1967-12-21,1968,H,Philadelphia Flyers,Dallas Stars,6,0,1.0
1967-12-23,1968,H,Pittsburgh Penguins,Dallas Stars,4,0,1.0
1967-12-23,1968,H,New York Rangers,Boston Bruins,0,4,0.0
1967-12-23,1968,H,Montreal Canadiens,Oakland Seals,4,2,1.0
1967-12-23,1968,H,Chicago Blackhawks,Philadelphia Flyers,3,2,1.0
1967-12-23,1968,H,Los Angeles Kings,St. Louis Blues,4,0,1.0
1967-12-23,1968,H,Toronto Maple Leafs,Detroit Red Wings,5,3,1.0
1967-12-25,1968,H,Chicago Blackhawks,Montreal Canadiens,3,1,1.0
1967-12-25,1968,H,Pittsburgh Penguins,Los Angeles Kings,4,3,1.0
1967-12-25,1968,H,Philadelphia Flyers,New York Rangers,1,3,0.0
1967-12-25,1968,H,Dallas Stars,St. Louis Blues,0,1,0.0
1967-12-25,1968,H,Detroit Red Wings,Toronto Maple Leafs,1,3,0.0
1967-12-25,1968,H,Boston Bruins,Oakland Seals,6,3,1.0
1967-12-27,1968,H,New York Rangers,Dallas Stars,3,3,0.5
1967-12-27,1968,H,Toronto Maple Leafs,Montreal Canadiens,2,2,0.5
1967-12-27,1968,H,St. Louis Blues,Los Angeles Kings,4,2,1.0
1967-12-27,1968,H,Pittsburgh Penguins,Oakland Seals,0,0,0.5
1967-12-27,1968,H,Boston Bruins,Chicago Blackhawks,7,2,1.0
1967-12-28,1968,H,Detroit Red Wings,Philadelphia Flyers,5,3,1.0
1967-12-28,1968,H,Montreal Canadiens,Dallas Stars,6,2,1.0
1967-12-29,1968,H,St. Louis Blues,Pittsburgh Penguins,2,1,1.0
1967-12-30,1968,H,Los Angeles Kings,Philadelphia Flyers,0,2,0.0
1967-12-30,1968,H,Toronto Maple Leafs,St. Louis Blues,8,1,1.0
1967-12-30,1968,H,Pittsburgh Penguins,Detroit Red Wings,2,5,0.0
1967-12-30,1968,H,New York Rangers,Chicago Blackhawks,3,3,0.5
1967-12-30,1968,H,Montreal Canadiens,Oakland Seals,2,0,1.0
1967-12-30,1968,H,Dallas Stars,Boston Bruins,5,4,1.0
1967-12-31,1968,H,Detroit Red Wings,Boston Bruins,6,4,1.0
1967-12-31,1968,H,Philadelphia Flyers,Los Angeles Kings,9,1,1.0
1967-12-31,1968,H,New York Rangers,Toronto Maple Leafs,4,0,1.0
1967-12-31,1968,H,Chicago Blackhawks,Oakland Seals,3,0,1.0
1968-01-03,1968,H,St. Louis Blues,Oakland Seals,4,0,1.0
1968-01-03,1968,H,New York Rangers,Boston Bruins,5,5,0.5
1968-01-03,1968,H,Dallas Stars,Los Angeles Kings,6,0,1.0
1968-01-03,1968,H,Montreal Canadiens,Toronto Maple Leafs,1,1,0.5
1968-01-04,1968,H,Philadelphia Flyers,Boston Bruins,2,3,0.0
1968-01-04,1968,H,Pittsburgh Penguins,Los Angeles Kings,4,3,1.0
1968-01-04,1968,H,Detroit Red Wings,Oakland Seals,9,3,1.0
1968-01-06,1968,H,Montreal Canadiens,New York Rangers,5,2,1.0
1968-01-06,1968,H,Toronto Maple Leafs,Boston Bruins,3,3,0.5
1968-01-06,1968,H,St. Louis Blues,Los Angeles Kings,2,1,1.0
1968-01-06,1968,H,Pittsburgh Penguins,Philadelphia Flyers,2,2,0.5
1968-01-06,1968,H,Oakland Seals,Dallas Stars,5,5,0.5
1968-01-06,1968,H,Chicago Blackhawks,Detroit Red Wings,6,2,1.0
1968-01-07,1968,H,Philadelphia Flyers,Pittsburgh Penguins,3,1,1.0
1968-01-07,1968,H,Oakland Seals,Los Angeles Kings,6,0,1.0
1968-01-07,1968,H,New York Rangers,Toronto Maple Leafs,6,2,1.0
1968-01-07,1968,H,Detroit Red Wings,Montreal Canadiens,3,4,0.0
1968-01-07,1968,H,Chicago Blackhawks,Boston Bruins,4,2,1.0
1968-01-10,1968,H,Chicago Blackhawks,New York Rangers,3,3,0.5
1968-01-10,1968,H,Toronto Maple Leafs,Detroit Red Wings,2,1,1.0
1968-01-10,1968,H,Pittsburgh Penguins,Montreal Canadiens,3,4,0.0
1968-01-10,1968,H,Oakland Seals,St. Louis Blues,2,2,0.5
1968-01-10,1968,H,Dallas Stars,Philadelphia Flyers,6,4,1.0
1968-01-11,1968,H,Boston Bruins,Detroit Red Wings,5,4,1.0
1968-01-11,1968,H,Philadelphia Flyers,Montreal Canadiens,2,4,0.0
1968-01-11,1968,H,Los Angeles Kings,St. Louis Blues,2,2,0.5
1968-01-12,1968,H,Pittsburgh Penguins,Toronto Maple Leafs,4,3,1.0
1968-01-13,1968,H,Dallas Stars,Oakland Seals,2,2,0.5
1968-01-13,1968,H,Toronto Maple Leafs,Pittsburgh Penguins,7,0,1.0
1968-01-13,1968,H,St. Louis Blues,New York Rangers,1,3,0.0
1968-01-13,1968,H,Montreal Canadiens,Boston Bruins,5,1,1.0
1968-01-13,1968,H,Detroit Red Wings,Chicago Blackhawks,4,4,0.5
1968-01-14,1968,H,Chicago Blackhawks,St. Louis Blues,2,2,0.5
1968-01-14,1968,H,Oakland Seals,Philadelphia Flyers,3,6,0.0
1968-01-14,1968,H,Boston Bruins,Dallas Stars,9,2,1.0
1968-01-17,1968,H,Oakland Seals,Pittsburgh Penguins,1,1,0.5
1968-01-17,1968,H,St. Louis Blues,Dallas Stars,5,0,1.0
1968-01-17,1968,H,Montreal Canadiens,Detroit Red Wings,6,1,1.0
1968-01-17,1968,H,Chicago Blackhawks,New York Rangers,2,4,0.0
1968-01-18,1968,H,Boston Bruins,Toronto Maple Leafs,2,4,0.0
1968-01-18,1968,H,Dallas Stars,Philadelphia Flyers,2,4,0.0
1968-01-18,1968,H,Los Angeles Kings,Pittsburgh Penguins,3,2,1.0
1968-01-19,1968,H,Los Angeles Kings,New York Rangers,5,2,1.0
1968-01-20,1968,H,Montreal Canadiens,Chicago Blackhawks,3,1,1.0
1968-01-20,1968,H,Toronto Maple Leafs,Dallas Stars,5,1,1.0
1968-01-20,1968,H,Pittsburgh Penguins,Detroit Red Wings,8,5,1.0
1968-01-20,1968,H,Oakland Seals,New York Rangers,0,3,0.0
1968-01-20,1968,H,Boston Bruins,Philadelphia Flyers,4,2,1.0
1968-01-21,1968,H,Detroit Red Wings,Toronto Maple Leafs,0,2,0.0
1968-01-21,1968,H,Philadelphia Flyers,St. Louis Blues,2,2,0.5
1968-01-21,1968,H,Oakland Seals,Los Angeles Kings,3,0,1.0
1968-01-21,1968,H,Dallas Stars,Pittsburgh Penguins,4,3,1.0
1968-01-21,1968,H,Boston Bruins,Chicago Blackhawks,6,0,1.0
1968-01-24,1968,H,New York Rangers,Boston Bruins,2,1,1.0
1968-01-24,1968,H,Chicago Blackhawks,Detroit Red Wings,2,4,0.0
1968-01-24,1968,H,Toronto Maple Leafs,Philadelphia Flyers,1,2,0.0
1968-01-24,1968,H,St. Louis Blues,Dallas Stars,5,2,1.0
1968-01-24,1968,H,Los Angeles Kings,Oakland Seals,1,4,0.0
1968-01-25,1968,H,Philadelphia Flyers,Dallas Stars,0,3,0.0
1968-01-25,1968,H,Detroit Red Wings,St. Louis Blues,4,4,0.5
1968-01-25,1968,H,Boston Bruins,Montreal Canadiens,0,2,0.0
1968-01-27,1968,H,Dallas Stars,Oakland Seals,3,1,1.0
1968-01-27,1968,H,Toronto Maple Leafs,Chicago Blackhawks,1,4,0.0
1968-01-27,1968,H,St. Louis Blues,New York Rangers,4,3,1.0
1968-01-27,1968,H,Montreal Canadiens,Boston Bruins,5,2,1.0
