date,season,location,team1,team2,score1,score2,result,elo_prob1
1990-11-04,1990,H,KC,OAK,9,7,1.0,0.5197114202194231
1990-11-04,1990,H,PHI,NE,48,20,1.0,0.8110709126600844
1990-11-04,1990,H,LAR,TEN,17,13,1.0,0.5733778433631854
1990-11-04,1990,H,SEA,LAC,14,31,0.0,0.6386886000286242
1990-11-04,1990,H,DET,WSH,38,41,0.0,0.4692145721238481
1990-11-04,1990,H,NYJ,DAL,24,9,1.0,0.668310979369536
1990-11-04,1990,H,TB,CHI,6,26,0.0,0.3485688228788595
1990-11-05,1990,H,IND,NYG,7,24,0.0,0.287677861722842
1990-11-11,1990,H,CHI,ATL,30,24,1.0,0.8111167771168228
1990-11-11,1990,H,KC,SEA,16,17,0.0,0.7015357555175037
1990-11-11,1990,H,NYJ,MIA,3,17,0.0,0.3568508312081017
1990-11-11,1990,H,OAK,GB,16,29,0.0,0.7578631912664938
1990-11-11,1990,H,NE,IND,10,13,0.0,0.4722865991299186
1990-11-11,1990,H,LAR,NYG,7,31,0.0,0.3734180894625035
1990-11-11,1990,H,DAL,SF,6,24,0.0,0.1189436316934907
1990-11-11,1990,H,NO,TB,35,7,1.0,0.7620237957119325
1990-11-11,1990,H,BUF,ARI,45,14,1.0,0.868018916406219
1990-11-11,1990,H,LAC,DEN,19,7,1.0,0.5861272052274323
1990-11-11,1990,H,DET,MIN,7,17,0.0,0.5804227531708435
1990-11-12,1990,H,PHI,WSH,28,14,1.0,0.541882074886139
1990-11-18,1990,H,BUF,NE,14,0,1.0,0.9005034790908683
1990-11-18,1990,H,LAR,DAL,21,24,0.0,0.7870549478799284
1990-11-18,1990,H,SF,TB,31,7,1.0,0.9310623809793982
1990-11-18,1990,H,ATL,PHI,23,24,0.0,0.3587052243150118
1990-11-18,1990,H,CIN,PIT,27,3,1.0,0.4720513153998742
1990-11-18,1990,H,CLE,TEN,23,35,0.0,0.4668182210867486
1990-11-18,1990,H,ARI,GB,21,24,0.0,0.4068709568174781
1990-11-18,1990,H,NYG,DET,20,0,1.0,0.8631380394799405
1990-11-18,1990,H,WSH,NO,31,17,1.0,0.6203007136832297
1990-11-18,1990,H,SEA,MIN,21,24,0.0,0.5518598822453578
1990-11-18,1990,H,DEN,CHI,13,16,0.0,0.4340674236213434
1990-11-18,1990,H,IND,NYJ,17,14,1.0,0.6204877971120064
1990-11-18,1990,H,KC,LAC,27,10,1.0,0.6049321624280758
1990-11-19,1990,H,MIA,OAK,10,13,0.0,0.6958863967380088
1990-11-22,1990,H,DAL,WSH,27,17,1.0,0.2906311278440247
1990-11-22,1990,H,DET,DEN,40,27,1.0,0.5226792816489788
1990-11-25,1990,H,GB,TB,20,10,1.0,0.7610013586325534
1990-11-25,1990,H,LAC,SEA,10,13,0.0,0.6558893681137054
1990-11-25,1990,H,SF,LAR,17,28,0.0,0.8858082518240558
1990-11-25,1990,H,NO,ATL,10,7,1.0,0.7408526206009902
1990-11-25,1990,H,PHI,NYG,31,13,1.0,0.4102802841379714
1990-11-25,1990,H,MIN,CHI,41,13,1.0,0.4565121493774942
1990-11-25,1990,H,OAK,KC,24,27,0.0,0.5859694015147949
1990-11-25,1990,H,ARI,NE,34,14,1.0,0.637635849070146
1990-11-25,1990,H,CLE,MIA,13,30,0.0,0.3117758184570395
1990-11-25,1990,H,CIN,IND,20,34,0.0,0.68725003456956
1990-11-25,1990,H,NYJ,PIT,7,24,0.0,0.4099168180638586
1990-11-26,1990,H,TEN,BUF,27,24,1.0,0.4273122783633473
1990-12-02,1990,H,WSH,MIA,42,20,1.0,0.4899649549521887
1990-12-02,1990,H,SEA,TEN,13,10,1.0,0.5026868031188825
1990-12-02,1990,H,CHI,DET,23,17,1.0,0.7455644934527534
1990-12-02,1990,H,DEN,OAK,20,23,0.0,0.4736612430959431
1990-12-02,1990,H,PIT,CIN,12,16,0.0,0.6956207569658531
1990-12-02,1990,H,CLE,LAR,23,38,0.0,0.3840841472100922
1990-12-02,1990,H,LAC,NYJ,38,17,1.0,0.7342766505100214
1990-12-02,1990,H,NE,KC,7,37,0.0,0.2218267028266219
1990-12-02,1990,H,DAL,NO,17,13,1.0,0.4072738844004797
1990-12-02,1990,H,MIN,GB,23,7,1.0,0.6544470971249509
1990-12-02,1990,H,BUF,PHI,30,23,1.0,0.6160084488832366
1990-12-02,1990,H,TB,ATL,23,17,1.0,0.540484169144436
1990-12-02,1990,H,ARI,IND,20,17,1.0,0.4350971654208429
1990-12-03,1990,H,SF,NYG,7,3,1.0,0.6485106804530927
1990-12-09,1990,H,NYG,MIN,23,15,1.0,0.6956146627797537
1990-12-09,1990,H,CIN,SF,17,20,0.0,0.2892031384107232
1990-12-09,1990,H,GB,SEA,14,20,0.0,0.5918253307620716
1990-12-09,1990,H,LAR,NO,20,24,0.0,0.6458187061007665
1990-12-09,1990,H,IND,BUF,7,31,0.0,0.3437417460711113
1990-12-09,1990,H,WSH,CHI,10,9,1.0,0.5685326650933868
1990-12-09,1990,H,PIT,NE,24,3,1.0,0.8574143702746502
1990-12-09,1990,H,KC,DEN,31,20,1.0,0.7734194649807703
1990-12-09,1990,H,TEN,CLE,58,14,1.0,0.7996654582459941
1990-12-09,1990,H,MIA,PHI,23,20,1.0,0.5712220387664781
1990-12-09,1990,H,ATL,ARI,13,24,0.0,0.5753002177028841
1990-12-10,1990,H,DET,OAK,31,38,0.0,0.4431556652087993
1990-12-15,1990,H,NYG,BUF,13,17,0.0,0.5990249160643784
1990-12-15,1990,H,NE,WSH,10,25,0.0,0.2019810792491161
1990-12-16,1990,H,DAL,ARI,41,10,1.0,0.5873206316181456
1990-12-16,1990,H,OAK,CIN,24,7,1.0,0.6991098740848299
1990-12-16,1990,H,NYJ,IND,21,29,0.0,0.476207812791697
1990-12-16,1990,H,KC,TEN,10,27,0.0,0.6710131539659852
1990-12-16,1990,H,TB,MIN,26,13,1.0,0.3255030135357897
1990-12-16,1990,H,DEN,LAC,20,10,1.0,0.4916265687685924
1990-12-16,1990,H,NO,PIT,6,9,0.0,0.5773565756398892
1990-12-16,1990,H,DET,CHI,38,21,1.0,0.3769887492906014
1990-12-16,1990,H,MIA,SEA,24,17,1.0,0.6887007590937649
1990-12-16,1990,H,CLE,ATL,13,10,1.0,0.5862444991872152
1990-12-16,1990,H,PHI,GB,31,0,1.0,0.7356323460270451
1990-12-17,1990,H,LAR,SF,10,26,0.0,0.308254213914192
1990-12-22,1990,H,MIN,OAK,24,28,0.0,0.5058238377780052
1990-12-22,1990,H,IND,WSH,35,28,1.0,0.4177054968149221
1990-12-22,1990,H,GB,DET,17,24,0.0,0.5716816096838634
1990-12-23,1990,H,ARI,NYG,21,24,0.0,0.2454233423945606
1990-12-23,1990,H,PHI,DAL,17,3,1.0,0.7847458521467732
1990-12-23,1990,H,SF,NO,10,13,0.0,0.8482462450837125
1990-12-23,1990,H,CIN,TEN,40,20,1.0,0.4340193451228467
1990-12-23,1990,H,BUF,MIA,24,14,1.0,0.6976207965104295
1990-12-23,1990,H,NYJ,NE,42,7,1.0,0.6950244209394918
1990-12-23,1990,H,PIT,CLE,35,0,1.0,0.8216639196845025
1990-12-23,1990,H,SEA,DEN,17,12,1.0,0.6568073365471709
1990-12-23,1990,H,CHI,TB,27,14,1.0,0.7592769338003839
1990-12-23,1990,H,ATL,LAR,20,13,1.0,0.3529261555954456
1990-12-23,1990,H,LAC,KC,21,24,0.0,0.4765150951854521
1990-12-29,1990,H,CHI,KC,10,21,0.0,0.5678674526148225
1990-12-29,1990,H,ARI,PHI,21,23,0.0,0.280657066550666
1990-12-30,1990,H,DEN,GB,22,13,1.0,0.6166305306397533
1990-12-30,1990,H,NE,NYG,10,13,0.0,0.1198023178580202
1990-12-30,1990,H,TB,NYJ,14,16,0.0,0.6424922856529718
1990-12-30,1990,H,ATL,DAL,26,7,1.0,0.4966613012380498
1990-12-30,1990,H,OAK,LAC,17,12,1.0,0.7619423621452122
1990-12-30,1990,H,MIN,SF,17,20,0.0,0.3088928649223457
1990-12-30,1990,H,SEA,DET,30,10,1.0,0.6269872324163341
1990-12-30,1990,H,WSH,BUF,29,14,1.0,0.4015006114739755
1990-12-30,1990,H,TEN,PIT,34,14,1.0,0.572744068748692
1990-12-30,1990,H,MIA,IND,23,17,1.0,0.7209485550176513
1990-12-30,1990,H,CIN,CLE,21,14,1.0,0.7930622291942259
1990-12-31,1990,H,NO,LAR,20,17,1.0,0.6722319335089462
1991-09-01,1991,H,GB,PHI,3,20,0.0,0.4313614321051622
1991-09-01,1991,H,PIT,LAC,26,20,1.0,0.6632360349354941
1991-09-01,1991,H,TEN,OAK,47,17,1.0,0.5367805589298079
1991-09-01,1991,H,CLE,DAL,14,26,0.0,0.529497799116786
1991-09-01,1991,H,IND,NE,7,16,0.0,0.78459898634521
1991-09-01,1991,H,CHI,MIN,10,6,1.0,0.6191638901947936
1991-09-01,1991,H,BUF,MIA,35,31,1.0,0.6853526410861622
1991-09-01,1991,H,NYJ,TB,16,13,1.0,0.5857515196053432
1991-09-01,1991,H,DEN,CIN,45,14,1.0,0.525319711824968
1991-09-01,1991,H,LAR,ARI,14,24,0.0,0.6735547249489253
1991-09-01,1991,H,NO,SEA,27,24,1.0,0.5783451511988811
1991-09-01,1991,H,WSH,DET,45,0,1.0,0.7174913874265485
1991-09-01,1991,H,KC,ATL,14,3,1.0,0.7617136193458433
1991-09-02,1991,H,NYG,SF,16,14,1.0,0.5680341318976185
1991-09-08,1991,H,OAK,DEN,16,13,1.0,0.6306659309934317
1991-09-08,1991,H,DET,GB,23,14,1.0,0.6511147893432758
1991-09-08,1991,H,NYG,LAR,13,19,0.0,0.8185959114246641
1991-09-08,1991,H,CIN,TEN,7,30,0.0,0.4937502461011009
1991-09-08,1991,H,KC,NO,10,17,0.0,0.6577241340758954
1991-09-08,1991,H,MIA,IND,17,6,1.0,0.7262078742693439
1991-09-08,1991,H,TB,CHI,20,21,0.0,0.4198884970064003
1991-09-08,1991,H,ATL,MIN,19,20,0.0,0.4894427775256199
1991-09-08,1991,H,NE,CLE,0,20,0.0,0.6008307094933154
1991-09-08,1991,H,BUF,PIT,52,34,1.0,0.723392476838962
1991-09-08,1991,H,SEA,NYJ,20,13,1.0,0.70414826834507
1991-09-08,1991,H,SF,LAC,34,14,1.0,0.8032268938503396
1991-09-08,1991,H,PHI,ARI,10,26,0.0,0.7511256697648259
1991-09-09,1991,H,DAL,WSH,31,33,0.0,0.3977371044975692
1991-09-15,1991,H,NO,LAR,24,7,1.0,0.6927158670080276
1991-09-15,1991,H,DET,MIA,17,13,1.0,0.4673526850207543
1991-09-15,1991,H,CHI,NYG,20,17,1.0,0.4983651704098201
1991-09-15,1991,H,GB,TB,15,13,1.0,0.586205402286959
1991-09-15,1991,H,CLE,CIN,14,13,1.0,0.5068900497212885
1991-09-15,1991,H,MIN,SF,17,14,1.0,0.3748077626544078
1991-09-15,1991,H,WSH,ARI,34,0,1.0,0.729705313353279
1991-09-15,1991,H,OAK,IND,16,0,1.0,0.7353422931925634
1991-09-15,1991,H,NYJ,BUF,20,23,0.0,0.2704775215160461
1991-09-15,1991,H,LAC,ATL,10,13,0.0,0.6451258083622724
1991-09-15,1991,H,DEN,SEA,16,10,1.0,0.5531422286670038
1991-09-15,1991,H,DAL,PHI,0,24,0.0,0.4782686610892861
1991-09-15,1991,H,PIT,NE,20,6,1.0,0.8157994549915613
1991-09-16,1991,H,TEN,KC,17,7,1.0,0.6517173799576514
1991-09-22,1991,H,TB,BUF,10,17,0.0,0.2403939001815692
1991-09-22,1991,H,IND,DET,24,33,0.0,0.4881913738409509
1991-09-22,1991,H,ATL,OAK,21,17,1.0,0.4069070762549908
1991-09-22,1991,H,ARI,DAL,9,17,0.0,0.6715377663966169
1991-09-22,1991,H,MIA,GB,16,13,1.0,0.7603348460043414
1991-09-22,1991,H,PHI,PIT,23,14,1.0,0.6345658145899618
1991-09-22,1991,H,NYG,CLE,13,10,1.0,0.8083783149440211
1991-09-22,1991,H,NO,MIN,26,0,1.0,0.6705733195876286
1991-09-22,1991,H,CIN,WSH,27,34,0.0,0.3513869783244979
1991-09-22,1991,H,SF,LAR,27,10,1.0,0.7935181567621739
1991-09-22,1991,H,KC,SEA,20,13,1.0,0.6226529008250589
1991-09-22,1991,H,NE,TEN,24,20,1.0,0.2182808951203299
1991-09-22,1991,H,DEN,LAC,27,19,1.0,0.7031363368666742
1991-09-23,1991,H,CHI,NYJ,19,13,1.0,0.7666883751034197
1991-09-29,1991,H,MIN,DEN,6,13,0.0,0.5449271383289817
1991-09-29,1991,H,OAK,SF,12,6,1.0,0.4456401254507967
1991-09-29,1991,H,DAL,NYG,21,16,1.0,0.3897153142025781
1991-09-29,1991,H,BUF,CHI,35,20,1.0,0.7330291945540104
1991-09-29,1991,H,ATL,NO,6,27,0.0,0.3875297227012251
1991-09-29,1991,H,ARI,NE,24,10,1.0,0.7221698594089634
1991-09-29,1991,H,SEA,IND,31,3,1.0,0.7175088894066151
1991-09-29,1991,H,DET,TB,31,3,1.0,0.7515171602095384
1991-09-29,1991,H,LAR,GB,23,21,1.0,0.6576982153508513
1991-09-29,1991,H,NYJ,MIA,41,23,1.0,0.3806569527044144
1991-09-29,1991,H,LAC,KC,13,14,0.0,0.4105505101759023
1991-09-30,1991,H,WSH,PHI,23,0,1.0,0.6711707095938887
1991-10-06,1991,H,TB,PHI,14,13,1.0,0.3321779264142615
1991-10-06,1991,H,CIN,SEA,7,13,0.0,0.4876232557125017
1991-10-06,1991,H,IND,PIT,3,21,0.0,0.3991375373446747
1991-10-06,1991,H,GB,DAL,17,20,0.0,0.4810990307278455
1991-10-06,1991,H,CLE,NYJ,14,17,0.0,0.5366460113964511
1991-10-06,1991,H,CHI,WSH,7,20,0.0,0.4350037864836228
1991-10-06,1991,H,NYG,ARI,20,9,1.0,0.7320220036574178
1991-10-06,1991,H,NE,MIA,10,20,0.0,0.3406151519810789
1991-10-06,1991,H,TEN,DEN,42,14,1.0,0.6310319029654385
1991-10-06,1991,H,DET,MIN,24,20,1.0,0.67196171645919
1991-10-06,1991,H,OAK,LAC,13,21,0.0,0.7743421685115892
1991-10-07,1991,H,KC,BUF,33,6,1.0,0.4033749828005289
1991-10-13,1991,H,NYJ,TEN,20,23,0.0,0.3836239731991857
1991-10-13,1991,H,MIN,ARI,34,7,1.0,0.6065049081103316
1991-10-13,1991,H,PHI,NO,6,13,0.0,0.4961763441701131
1991-10-13,1991,H,DAL,CIN,35,23,1.0,0.6839780917268002
1991-10-13,1991,H,SEA,OAK,20,23,0.0,0.6011937493574397
1991-10-13,1991,H,WSH,CLE,42,17,1.0,0.8876658020847352
1991-10-13,1991,H,KC,MIA,42,7,1.0,0.676712355992642
1991-10-13,1991,H,LAR,LAC,30,24,1.0,0.605144005537946
1991-10-13,1991,H,BUF,IND,42,6,1.0,0.8835958017952423
1991-10-13,1991,H,SF,ATL,34,39,0.0,0.8172422471950277
1991-10-14,1991,H,PIT,NYG,20,23,0.0,0.5261521873427087
1991-10-17,1991,H,GB,CHI,0,10,0.0,0.3928042747419179
1991-10-20,1991,H,LAC,CLE,24,30,0.0,0.6677888710316723
1991-10-20,1991,H,ARI,ATL,16,10,1.0,0.5449585430746613
1991-10-20,1991,H,IND,NYJ,6,17,0.0,0.4559723300721258
1991-10-20,1991,H,NE,MIN,26,23,1.0,0.3564532619427073
1991-10-20,1991,H,PIT,SEA,7,27,0.0,0.6063908753804391
1991-10-20,1991,H,DEN,KC,19,16,1.0,0.4670703984078556
1991-10-20,1991,H,NO,TB,23,7,1.0,0.8631849537711581
1991-10-20,1991,H,MIA,TEN,13,17,0.0,0.4421899311628999
1991-10-20,1991,H,SF,DET,35,3,1.0,0.6562959112501185
1991-10-20,1991,H,OAK,LAR,20,17,1.0,0.6813080865820009
1991-10-21,1991,H,BUF,CIN,35,16,1.0,0.8576689403125911
1991-10-27,1991,H,NE,DEN,6,9,0.0,0.3095999166733648
1991-10-27,1991,H,ARI,MIN,0,28,0.0,0.557741913625913
1991-10-27,1991,H,PHI,SF,7,23,0.0,0.4750448996307598
1991-10-27,1991,H,CLE,PIT,17,14,1.0,0.4807713894036802
1991-10-27,1991,H,TB,GB,0,27,0.0,0.6062685864399037
1991-10-27,1991,H,ATL,LAR,31,14,1.0,0.5578469853342118
1991-10-27,1991,H,NYG,WSH,13,17,0.0,0.4693149295701143
1991-10-27,1991,H,TEN,CIN,35,3,1.0,0.8455946853513386
1991-10-27,1991,H,DET,DAL,34,10,1.0,0.6117240148881876
1991-10-27,1991,H,SEA,LAC,20,9,1.0,0.7685326159880626
1991-10-27,1991,H,NO,CHI,17,20,0.0,0.722726216390638
1991-10-28,1991,H,KC,OAK,24,21,1.0,0.6594921489861925
1991-11-03,1991,H,IND,MIA,6,10,0.0,0.3578476006296944
1991-11-03,1991,H,MIN,TB,28,13,1.0,0.796621692688075
1991-11-03,1991,H,LAR,NO,17,24,0.0,0.3387700542381995
1991-11-03,1991,H,ATL,SF,17,14,1.0,0.3524149450519991
1991-11-03,1991,H,DEN,PIT,20,13,1.0,0.6961031984437887
1991-11-03,1991,H,WSH,TEN,16,13,1.0,0.67834735051652
1991-11-03,1991,H,CHI,DET,20,10,1.0,0.6233464903166053
1991-11-03,1991,H,DAL,ARI,27,7,1.0,0.6911231102698547
1991-11-03,1991,H,NYJ,GB,19,16,1.0,0.6725793688444516
1991-11-03,1991,H,CIN,CLE,23,21,1.0,0.5439048629387501
1991-11-03,1991,H,BUF,NE,22,17,1.0,0.9062628632016582
1991-11-04,1991,H,PHI,NYG,30,7,1.0,0.4739583226906916
1991-11-10,1991,H,GB,BUF,24,34,0.0,0.2428410323369642
1991-11-10,1991,H,CIN,PIT,27,33,0.0,0.5042222650466187
1991-11-10,1991,H,NO,SF,10,3,1.0,0.6160683595217693
1991-11-10,1991,H,WSH,ATL,56,17,1.0,0.8406243509697761
1991-11-10,1991,H,LAC,SEA,17,14,1.0,0.3606182682869022
1991-11-10,1991,H,TB,DET,30,21,1.0,0.3138249273548863
1991-11-10,1991,H,TEN,DAL,26,23,1.0,0.7552923331611554
1991-11-10,1991,H,NYJ,IND,27,28,0.0,0.7850005064360643
1991-11-10,1991,H,ARI,NYG,14,21,0.0,0.3610975562257801
1991-11-10,1991,H,DEN,OAK,16,17,0.0,0.620874051663959
1991-11-10,1991,H,LAR,KC,20,27,0.0,0.3390692770284799
1991-11-10,1991,H,MIA,NE,30,20,1.0,0.8021300710202626
1991-11-10,1991,H,CLE,PHI,30,32,0.0,0.416086438985952
1991-11-11,1991,H,MIN,CHI,17,34,0.0,0.4991077492235748
1991-11-17,1991,H,TEN,CLE,28,24,1.0,0.8465108954951072
1991-11-17,1991,H,DET,LAR,21,10,1.0,0.6928555362845533
1991-11-17,1991,H,OAK,SEA,31,7,1.0,0.6011965096912192
1991-11-17,1991,H,NE,NYJ,21,28,0.0,0.3855722784539376
1991-11-17,1991,H,SF,ARI,14,10,1.0,0.8457539549432534
1991-11-17,1991,H,PIT,WSH,14,41,0.0,0.2660503199292838
1991-11-17,1991,H,NYG,DAL,22,9,1.0,0.6905600165992535
1991-11-17,1991,H,IND,CHI,17,31,0.0,0.2224931815653285
1991-11-17,1991,H,ATL,TB,43,7,1.0,0.7414765598909849
1991-11-17,1991,H,LAC,NO,24,21,1.0,0.2733253944619252
1991-11-17,1991,H,GB,MIN,21,35,0.0,0.4510574699906358
1991-11-17,1991,H,KC,DEN,20,24,0.0,0.6843661760305767
1991-11-17,1991,H,PHI,CIN,17,10,1.0,0.7918105249145954
1991-11-18,1991,H,MIA,BUF,27,41,0.0,0.3681575977694407
1991-11-24,1991,H,CIN,OAK,14,38,0.0,0.3082873566189556
1991-11-24,1991,H,CHI,MIA,13,16,0.0,0.7516998578783913
1991-11-24,1991,H,ARI,PHI,14,34,0.0,0.3352407939168529
1991-11-24,1991,H,WSH,DAL,21,24,0.0,0.8669920459443685
1991-11-24,1991,H,TB,NYG,14,21,0.0,0.2665204373954752
1991-11-24,1991,H,GB,IND,14,10,1.0,0.6556125803112581
1991-11-24,1991,H,CLE,KC,20,15,1.0,0.3144376087809032
1991-11-24,1991,H,NYJ,LAC,24,3,1.0,0.6483033320542858
1991-11-24,1991,H,NO,ATL,20,23,0.0,0.7616770482829813
1991-11-24,1991,H,NE,BUF,16,13,1.0,0.1343398678129359
1991-11-24,1991,H,SEA,DEN,13,10,1.0,0.5109211507610274
1991-11-24,1991,H,PIT,TEN,26,14,1.0,0.3449387106549808
1991-11-24,1991,H,MIN,DET,14,34,0.0,0.6010391604053358
1991-11-25,1991,H,LAR,SF,10,33,0.0,0.3056800736369562
1991-11-28,1991,H,DAL,PIT,20,10,1.0,0.601156484221966
1991-11-28,1991,H,DET,CHI,16,6,1.0,0.5133129900274844
1991-12-01,1991,H,SEA,KC,6,19,0.0,0.5355794634726746
1991-12-01,1991,H,IND,CLE,0,31,0.0,0.424571798047629
1991-12-01,1991,H,LAR,WSH,6,27,0.0,0.1818310318893466
1991-12-01,1991,H,MIA,TB,33,14,1.0,0.810273981252694
1991-12-01,1991,H,BUF,NYJ,24,13,1.0,0.7878267138135571
1991-12-01,1991,H,CIN,NYG,27,24,1.0,0.2671240407605556
1991-12-01,1991,H,LAC,OAK,7,9,0.0,0.3453680703980442
1991-12-01,1991,H,SF,NO,38,24,1.0,0.6196347866334245
1991-12-01,1991,H,ATL,GB,35,31,1.0,0.76613600151032
1991-12-01,1991,H,DEN,NE,20,3,1.0,0.8468232731220785
1991-12-02,1991,H,TEN,PHI,6,13,0.0,0.6356850475690417
1991-12-08,1991,H,SEA,SF,22,24,0.0,0.390987957022751
1991-12-08,1991,H,NE,IND,23,17,1.0,0.6531011039049945
1991-12-08,1991,H,KC,LAC,20,17,1.0,0.8135703051545939
1991-12-08,1991,H,LAR,ATL,14,31,0.0,0.3789349105838308
1991-12-08,1991,H,DAL,NO,23,14,1.0,0.501686637183171
1991-12-08,1991,H,CLE,DEN,7,17,0.0,0.4253539250178713
1991-12-08,1991,H,NYG,PHI,14,19,0.0,0.5499756794231696
1991-12-08,1991,H,CHI,GB,27,13,1.0,0.8277541172529851
1991-12-08,1991,H,ARI,WSH,14,20,0.0,0.1478441166429284
1991-12-08,1991,H,DET,NYJ,34,20,1.0,0.691969140918938
1991-12-08,1991,H,TEN,PIT,31,6,1.0,0.717004569320693
1991-12-08,1991,H,OAK,BUF,27,30,0.0,0.4901203178039246
1991-12-08,1991,H,TB,MIN,24,26,0.0,0.3747187398799094
1991-12-09,1991,H,MIA,CIN,37,13,1.0,0.7793950934767254
1991-12-14,1991,H,SF,KC,28,14,1.0,0.6574299012884437
1991-12-14,1991,H,CHI,TB,27,0,1.0,0.8744201002159449
1991-12-15,1991,H,PIT,CIN,17,10,1.0,0.7233464007081783
1991-12-15,1991,H,IND,BUF,7,35,0.0,0.1140957075602516
1991-12-15,1991,H,ATL,SEA,26,13,1.0,0.6575089801532245
1991-12-15,1991,H,DEN,ARI,24,19,1.0,0.8573728436203306
1991-12-15,1991,H,CLE,TEN,14,17,0.0,0.367303695465072
1991-12-15,1991,H,PHI,DAL,13,25,0.0,0.6898301047329601
1991-12-15,1991,H,NYJ,NE,3,6,0.0,0.7641177390058075
1991-12-15,1991,H,MIN,LAR,20,14,1.0,0.7551625088479179
1991-12-15,1991,H,WSH,NYG,34,17,1.0,0.798514866983823
1991-12-15,1991,H,LAC,MIA,38,30,1.0,0.4013083526996356
1991-12-15,1991,H,GB,DET,17,21,0.0,0.2877816785991843
1991-12-16,1991,H,NO,OAK,27,0,1.0,0.5589456665544675
1991-12-21,1991,H,MIN,GB,7,27,0.0,0.7642899297175798
1991-12-21,1991,H,NYG,TEN,24,20,1.0,0.5013930603767155
1991-12-22,1991,H,SEA,LAR,23,9,1.0,0.7610599843332175
1991-12-22,1991,H,OAK,KC,21,27,0.0,0.5504785608800341
1991-12-22,1991,H,BUF,DET,14,17,0.0,0.7236676829346282
1991-12-22,1991,H,ARI,NO,3,27,0.0,0.2532851762335253
1991-12-22,1991,H,MIA,NYJ,20,23,0.0,0.674198650489121
1991-12-22,1991,H,LAC,DEN,14,17,0.0,0.3636859441798022
1991-12-22,1991,H,PHI,WSH,24,22,1.0,0.3769657653934598
1991-12-22,1991,H,TB,IND,17,3,1.0,0.6543767964659838
1991-12-22,1991,H,PIT,CLE,17,10,1.0,0.6585038465818076
1991-12-22,1991,H,DAL,ATL,31,27,1.0,0.6229531124997568
1991-12-22,1991,H,CIN,NE,29,7,1.0,0.5787746493309225
1991-12-23,1991,H,SF,CHI,52,14,1.0,0.6981439043131564
1992-09-06,1992,H,TB,ARI,23,7,1.0,0.5904688218437419
1992-09-06,1992,H,PHI,NO,15,13,1.0,0.609049051467099
1992-09-06,1992,H,SEA,CIN,3,21,0.0,0.6933245170797545
1992-09-06,1992,H,DEN,OAK,17,13,1.0,0.662225994380125
1992-09-06,1992,H,GB,MIN,20,23,0.0,0.5580258792963548
1992-09-06,1992,H,TEN,PIT,24,29,0.0,0.6825816105428171
1992-09-06,1992,H,ATL,NYJ,20,17,1.0,0.6851018345718218
1992-09-06,1992,H,BUF,LAR,40,7,1.0,0.846405406524816
1992-09-06,1992,H,LAC,KC,10,24,0.0,0.4254059863425036
1992-09-06,1992,H,CHI,DET,27,24,1.0,0.5269572538600554
1992-09-06,1992,H,NYG,SF,14,31,0.0,0.4613721097018012
1992-09-06,1992,H,IND,CLE,14,3,1.0,0.4314588624517453
1992-09-07,1992,H,DAL,WSH,23,10,1.0,0.4147653856320293
1992-09-13,1992,H,SF,BUF,31,34,0.0,0.6291723394481168
1992-09-13,1992,H,KC,SEA,26,7,1.0,0.7636006452927836
1992-09-13,1992,H,IND,TEN,10,20,0.0,0.3445239032639669
1992-09-13,1992,H,DEN,LAC,21,13,1.0,0.77929907208112
1992-09-13,1992,H,DET,MIN,31,17,1.0,0.7127772529788893
1992-09-13,1992,H,PIT,NYJ,27,10,1.0,0.6607371914713094
1992-09-13,1992,H,NYG,DAL,28,34,0.0,0.4804092787702387
1992-09-13,1992,H,TB,GB,31,3,1.0,0.5715195051826513
1992-09-13,1992,H,NO,CHI,28,6,1.0,0.5866884518840839
1992-09-13,1992,H,CIN,OAK,24,21,1.0,0.5252536818195367
1992-09-13,1992,H,WSH,ATL,24,17,1.0,0.7181478441271631
1992-09-13,1992,H,LAR,NE,14,0,1.0,0.5761607517405607
1992-09-13,1992,H,ARI,PHI,14,31,0.0,0.3005112495501575
1992-09-14,1992,H,CLE,MIA,23,27,0.0,0.4723698121819644
1992-09-20,1992,H,ATL,NO,7,10,0.0,0.554241836740926
1992-09-20,1992,H,WSH,DET,13,10,1.0,0.69547691587591
1992-09-20,1992,H,BUF,IND,38,0,1.0,0.8941664485466874
1992-09-20,1992,H,PHI,DEN,30,0,1.0,0.5913621869689512
1992-09-20,1992,H,TEN,KC,23,20,1.0,0.5173200202150834
1992-09-20,1992,H,NE,SEA,6,10,0.0,0.4923229212067367
1992-09-20,1992,H,GB,CIN,24,23,1.0,0.4746458380887538
1992-09-20,1992,H,LAC,PIT,6,23,0.0,0.4242750822983183
1992-09-20,1992,H,DAL,ARI,31,20,1.0,0.8686533504472013
1992-09-20,1992,H,MIN,TB,26,20,1.0,0.6310667495855026
1992-09-20,1992,H,NYJ,SF,14,31,0.0,0.3286882853600753
1992-09-20,1992,H,MIA,LAR,26,10,1.0,0.7334356730066174
1992-09-20,1992,H,OAK,CLE,16,28,0.0,0.7194951518332633
1992-09-21,1992,H,CHI,NYG,14,27,0.0,0.6347179772275121
1992-09-27,1992,H,SEA,MIA,17,19,0.0,0.4901749829664588
1992-09-27,1992,H,TEN,LAC,27,0,1.0,0.7929970359833307
1992-09-27,1992,H,GB,PIT,17,3,1.0,0.3649030679836047
